id;time;lang;place
4882;15,1;30;
4883;18,1;30;Gotha
4884;15,2;30;
4885;15,2;10;Burgau
4886;16,1;ambig;Augsburg
4887;16,1;12;
4888;16,2;12;
4889;15,2;11;Landshut
4890;15,2;12;Hagenau
4891;15,2;21;
4892;15,2;12;
4893;15,2;ambig;
4894;15,1;12;Straßburg
4895;15,2;21;
4896;15,2;12;
4897;15,2;12;
4898;15,2;12;
4899;15,2;ambig;
4900;15,2;11;
4901;15,1;ambig;Augsburg
4902;15,1;ambig;Bayern
4903;15,2;11;Bayern
4904;15,1;ambig;Augsburg
4905;15,2;ambig;Rottenburg
4906;15,2;11;Amberg
4907;15,2;12;
4908;15,2;12;
4909;15,1;12;
4910;15,1;12;Hagenau
4911;15,2;11;
4912;15,1;ambig;
4913;15,1;10;
4914;15,2;11;
4915;15,1;12;
4916;15,1;12;
4917;15,2;ambig;
4918;15,1;ambig;
4919;15,2;12;Esslingen
4920;15,2;ambig;
4921;15,2;schwäbisch mit zahlreichen bairischen Schreibeigentümlichkeiten;
4922;15,2;11;
4923;15,1;11;
4924;14,1;ambig;
4925;15,2;12;Stuttgart
4926;15,2;ambig;
4927;13,2;ambig;Elsaß, evtl. Straßburg
4928;15,1;12;Straßburg
4929;15,1;12;
4930;15,2;ambig;Heidelberg
4931;15,1;12;verm. Straßburg
4932;15,1;11;
4933;15,1;12;Straßburg, elsässische Werkstatt von 1418, Elsaß
4934;15,1;12;
4935;15,2;21;Heidelberg
4936;15,2;12;
4937;15,2;12;
4938;15,2;ambig;
4939;15,2;11;
4940;15,2;ambig;
4941;15,2;12;
4942;15,2;ambig;
4943;15,1;12;Straßburg, elsässische Werkstatt von 1418
4944;15,2;12;
4945;15,2;22;
4946;15,1;11;
4947;15,2;11;
4948;15,1;12;
4949;15,2;11;Ingolstadt
4950;15,1;ambig;
4951;15,2;ambig;
4952;15,1;12;
4953;15,2;11;Augsburg
4954;15,1;22;
4955;15,2;12;Augsburg
4956;14,2;12;
4957;14,1;12;Zürich
4958;11,2;Otfridsüdrheinfrk.. 'Georgslied'mittelfränkisch, moselfränkisch;Weißenburg im Elsass
4959;15,2;21;
4960;15,2;12;Augsburg
4961;15,2;12;
4962;15,2;12;Salem
4963;15,2;nordostalem.;Thurgau
4964;15,2;11;Moltt
4965;16,1;21;
4966;12,2;;
4967;15,2;ambig;
4968;15,1;12;
4969;15,2;11;Österreich
4970;15,2;12;
4971;15,2;11;
4972;15,1;11;Wien
4973;15,1;11;
4974;15,1;11;
4975;14,2;;
4976;15,2;30;
4977;15,2;;
4978;15,2;10;Heidelberg
4979;15,2;11;
4980;15,2;;
4981;15,2;12;
4982;15,2;ambig;
4983;15,1;12;
4984;15,1;11;
4985;14,1;ambig;
4986;15,2;ambig;
4987;15,2;12;
4988;15,2;11;Brixen im Thale
4989;15,2;tirol.;
4990;16,2;11;
4991;15,1;11;
4992;15,1;11;
4993;14,2;11;Bozen Schloss Runkelstein bei Bozen
4994;15,1;21;
4995;15,2;11;
4996;15,1;tirol.;
4997;15,2;12;
4998;14,1;ambig;
4999;15,2;ambig;
5000;15,1;13;
5001;15,2;10;
5002;14,2;20;
5003;15,2;12;
5004;16,1;ambig;
5005;15,1;12;
5006;15,1;südwestbrabant.;
5007;15,2;11;
5008;15,1;11;
5009;15,1;11;
5010;15,1;13;
5011;15,1;ambig;
5012;15,2;12;
5013;15,2;ambig;
5014;;;
5015;15,2;ambig;
5016;15,2;12;
5017;15,2;12;
5018;15,2;12;
5019;15,2;12;
5020;14,1;12;Straßburg
5021;15,2;11;
5022;15,1;11;
5023;15,2;12;
5024;16,1;ambig;
5025;15,2;13;
5026;15,1;12;
5027;15,2;10;Füssen
5028;15,2;12;Kloster Wittichen
5029;18,1;;
5030;15,2;südl. Oberrheinisch. Ortenau;wohl Zisterzienserinnenkloster Wonnental
5031;15,2;;
5032;16,1;;
5033;16,1;12;
5034;15,2;12;
5035;15,2;12;
5036;15,1;11;
5037;15,2;11;
5038;15,2;11;
5039;15,2;12;
5040;15,2;12;
5041;15,1;12;Straßburg
5042;15,1;12;
5043;15,2;12;
5044;15,2;11;
5045;15,2;10;
5046;15,2;ambig;
5047;15,2;ambig;
5049;16,2;;
5050;;;
5051;15,2;11;
5052;15,1;11;
5053;;21;
5054;;11;
5055;15,2;11;
5056;15,1;11;
5057;14,2;13;Nürnberg, Dominikanerinnenkloster St. Katharina
5058;15,2;12;
5059;15,2;12;
5060;16,1;12;
5061;14,2;20;
5062;15,1;11;
5063;15,2;11;
5064;15,2;;
5065;16,1;12;
5066;15,1;;
5067;15,2;12;
5068;15,2;12;
5069;15,2;12;
5070;15,1;12;
5071;15,2;12;
5072;15,2;12;
5073;;;
5074;;;
5075;15,2;12;
5076;15,2;westschwäbisch;
5077;15,1;12;
5078;15,2;12;
5079;15,2;12;Villingen
5080;15,1;12;Ulm
5081;16,2;12;
5082;15,2;12;
5083;15,1;12;
5084;15,2;10;
5085;15,2;12;
5086;15,1;11;
5087;15,2;12;
5088;;;
5089;15,2;12;
5090;16,1;12;
5091;15,2;12;
5092;16,1;21;
5093;15,1;12;
5094;;;
5095;15,2;12;
5096;15,2;11;
5097;15,1;12;"I: Straßburg"
5098;15,2;12;Geislingen a.d. Steige
5099;14,2;unterelsässisch;
5100;;11;Freising
5101;11,2;21;
5102;15,2;12;
5103;14,1;11;
5104;15,2;;
5105;14,2;11;
5106;14,1;ambig;
5107;15,1;11;
5108;15,1;11;
5109;15,2;11;
5110;14,2;;
5111;14,1;ambig;
5112;15,2;12;Straßburg
5113;16,1;;
5114;15,1;11;
5115;14,2;11;
5116;14,2;12;
5117;14,2;11;Regensburg
5118;14,2;11;
5119;15,1;12;"""'Werkstatt von 1418' oder Werkstatt des Diebold Lauber"". ""Umfeld der Werkstatt von 1418"""
5120;15,2;12;Augsburg
5121;15,2;11;
5122;15,2;12;
5123;15,2;11;
5124;15,2;11;
5125;15,2;11;
5126;15,2;11;
5127;15,2;11;
5128;15,2;12;Augsburg
5129;15,2;11;
5130;14,2;ambig;
5131;15,2;12;
5132;14,1;21;
5133;14,1;21;
5134;15,1;;
5135;14,2;20;
5136;15,2;21;
5137;14,1;21;Mainz Trier
5138;15,2;20;Eisenach
5139;15,1;21;
5140;15,1;22;Eisenach
5141;20,1;;
5142;14,2;22;
5143;14,1;ambig;
5144;15,1;31;
5145;;;
5146;;;
5147;;;
5148;15,2;;
5149;15,2;;
5150;15,2;11;
5151;15,2;11;
5152;15,2;10;
5153;15,1;11;
5154;15,2;;
5155;;11;
5156;15,2;;
5157;15,1;;
5158;15,1;;
5159;15,2;11;
5160;;;
5161;15,2;11;
5162;15,1;11;
5163;15,1;11;
5164;15,2;;
5165;15,1;11;
5166;;11;
5167;;;
5168;;;
5169;15,1;;
5170;;;
5171;;;
5172;15,1;11;
5173;;;
5174;14,1;;
5175;15,1;11;
5176;15,1;;
5177;;;
5178;;;
5179;;;
5180;;;
5181;15,1;11;
5182;15,2;21;
5183;15,1;30;
5184;15,2;;
5186;14,2;;
5188;15,2;;
5189;15,2;;
5190;15,2;;
5191;14,2;30;
5192;14,2;20;
5193;14,2;30;
5194;15,2;;
5195;16,2;20;
5196;15,2;;
5197;15,2;;
5198;16,2;;
5203;14,2;;
5204;14,2;;
5205;16,2;;
5206;15,2;ambig;
5207;16,1;21;Augustinerinnenkloster Frauenweiler bei Bedburg
5208;15,2;21;
5209;15,2;21;
5210;15,2;40;
5211;15,1;ambig;
5212;14,2;ambig;
5213;15,2;21;
5214;15,2;21;
5215;15,2;ambig;
5216;15,1;21;
5217;15,1;ambig;
5218;15,2;ambig;
5219;15,2;21;
5220;15,1;12;
5221;15,1;21;
5222;15,1;30;
5223;15,1;12;
5224;14,2;21;
5225;15,2;ambig;
5226;15,2;21;
5227;15,2;21;
5228;15,1;ambig;
5229;15,1;21;
5230;15,2;;
5232;14,2;21;
5233;15,2;ambig;
5234;15,2;;
5235;15,1;11;
5236;15,2;11;
5237;;11;
5238;15,2;21;
5239;14,1;;
5240;15,1;11;
5241;15,2;;
5242;16,1;20;Memel
5243;14,1;ambig;
5244;14,1;ambig;
5245;16,2;22;
5246;16,2;;
5247;16,2;20;
5248;16,2;20;
5249;16,2;20;
5250;16,2;20;
5251;15,2;20;
5252;16,2;20;
5253;16,1;20;
5254;16,2;20;
5255;14,2;20;Königsberg
5256;16,2;20;
5257;16,1;20;
5258;15,1;20;
5259;15,2;20;
5260;15,1;20;
5261;15,2;20;
5262;15,2;;
5263;15,1;22;
5264;16,2;;
5265;14,2;;
5266;;;
5267;15,1;30;
5268;16,2;;
5269;;;
5270;;;
5271;15,2;   ;
5272;;;
5273;;;
5274;15,1;westl. Niederalem.;
5275;15,1;12;
5276;14,2;11;
5277;14,2;ambig;
5278;15,2;;
5279;15,1;11;Venedig
5280;15,2;;
5281;15,2;31;
5282;15,2;30;
5283;15,2;westthür.;
5284;;;
5285;15,1;ambig;
5286;15,2;;
5287;;;
5288;15,2;ambig;
5289;15,2;12;
5290;"""vor dem 15ten Jahrh."" ";22;
5291;15,2;30;
5292;15,1;30;
5293;15,2;30;
5294;15,1;30;Ruhekloster bei Schleswig
5295;;;
5296;15,2;11;
5297;17,2;;
5299;15,1;30;
5300;14,2;20;
5301;;21;Fulda
5302;15,2;;
5303;15,2;ambig;
5304;14,1;21;
5305;14,1;21;
5306;15,2;ambig;
5307;15,1;nordöstliches Hochdeutsch. westmitteldeutsch Klein S. ];Kölner Raum
5308;15,2;11;
5309;15,1;21;
5310;14,2;11;
5311;15,2;22;
5312;15,2;lübische Schreibsprache;
5313;15,1;11;
5314;15,2;11;
5315;15,2;11;
5316;15,2;;
5317;;;
5318;14,2;Westen des Ribuarischen;Aachen
5319;15,2;21;
5320;;   ;
5321;;;
5322;;;
5323;;;
5324;15,2;11;
5325;15,1;nordhess. westthür. Grenzgebiet;
5326;15,1;21;
5327;15,2;nordhess. westthür. Grenzgebiet;
5328;15,1;40;
5329;15,2;30;Maastricht
5330;15,2;südwestfäl.;
5331;15,2;11;
5333;15,2;;
5334;16,1;;
5335;;;
5336;;;
5337;15,2;ambig;
5338;;;
5339;15,1;11;
5340;15,2;11;
5341;14,1;22;
5342;15,2;20;
5343;14,2;22;
5344;14,2;11;
5345;15,1;;
5346;14,2;22;
5347;15,1;22;
5348;15,1;22;
5349;15,2;22;
5350;15,2;10;
5351;15,2;13;
5352;15,2;ambig;
5353;16,1;20;
5354;15,2;22;zcu Erffa [Wasserburg Erffa bei Friedrichswerth]
5355;15,1;11;
5356;15,2;22;Delitzsch
5357;15,2;22;
5358;14,2;ambig;Köln
5359;14,1;12;
5360;14,2;12;
5361;15,2;22;
5362;15,2;;
5363;;;
5364;15,1;;
5365;15,1;12;
5366;16,1;12;
5367;15,2;;
5368;15,2;;
5369;15,2;11;
5370;;;
5371;15,2;;
5372;15,2;11;
5373;15,2;11;
5374;15,2;südl. Nordniedersäschs. / ostwestfäl.;
5375;14,1;nordschweiz. südschwäb.;
5376;15,2;20;
5377;15,2;40;
5378;15,1;11;
5379;14,1;11;
5380;15,2;30;
5381;15,1;13;
5382;15,1;12;
5383;15,2;30;
5384;15,2;;
5385;15,2;30;
5386;15,2;11;
5387;15,2;11;
5388;15,2;12;Augsburg
5389;15,1;;
5390;15,1;12;
5391;15,2;12;
5392;15,2;11;
5393;15,1;12;
5394;15,2;11;
5395;15,2;12;
5396;15,2;12;
5397;15,2;;
5400;;;
5401;15,2;11;
5402;14,2;;
5403;15,2;10;
5404;15,2;12;
5405;15,2;11;
5406;14,2;;
5407;15,2;12;
5408;15,2;;
5409;15,1;;
5410;14,2;22;
5411;15,2;31;
5412;15,2;11;
5413;15,2;40;
5414;;;
5415;;;
5416;15,1;30;
5417;15,1;30;
5418;15,2;;
5419;15,1;22;
5420;15,1;unbekannt;
5421;15,2;unbekannt;
5422;15,2;30;
5424;15,2;;
5425;15,1;11;
5426;15,1;10;Bamberg
5427;15,2;12;
5428;;;
5429;15,2;12;
5430;15,2;11;
5431;15,2;11;Regensburg
5434;16,2;11;
5435;15,2;11;Bistum Eichstätt
5436;15,1;11;
5437;;11;
5439;15,1;10;
5441;15,2;13;
5442;16,1;11;
5443;15,1;12;
5446;16,2;;
5447;15,2;11;
5448;14,1;11;
5449;15,1;21;
5450;;22;
5451;;22;
5452;;22;
5453;15,2;12;
5454;15,2;11;
5455;15,1;13;
5456;15,2;11;
5457;;;
5458;14,1;20;
5459;15,2;11;
5460;15,2;11;
5461;15,1;11;
5462;14,1;20;
5463;13,2;südostfäl.;
5464;15,2;22;
5465;15,2;west schwäbisch oder bairisch?;
5466;15,1;13;
5467;15,1;12;elsässische Buchwerkstatt von 1418
5468;15,1;ambig;
5469;;;wohl Neresheim
5470;15,2;12;
5471;14,2;10;
5472;15,1;13;
5473;15,2;12;
5474;16,1;böhm.;
5475;14,2;ambig;
5476;15,2;11;
5477;15,2;12;Rottweil
5478;15,1;22;
5479;15,2;10;
5481;15,2;31;
5482;15,2;31;
5483;15,2;12;
5484;15,2;11;
5485;15,2;12;
5486;15,2;12;
5487;15,2;22;
5488;14,1;12;Straßburg
5489;14,2;22;
5490;15,1;22;
5491;15,2;10;
5492;15,2;22;
5493;14,1;22;
5494;;;
5495;15,2;;
5496;15,2;11;
5497;15,1;11;
5498;15,1;13;
5499;16,1;12;
5500;15,2;;
5501;15,2;13;
5502;;;
5503;15,1;11;Dominikanerinnenkloster St. Katharina in Nürnberg
5504;15,2;13;
5505;15,1;10;
5506;;13;
5507;15,1;11;
5508;14,2;10;
5509;14,2;11;
5510;15,1;11;Dominikanerinnenkloster St. Katharina in Nürnberg
5511;15,1;10;
5512;15,1;10;
5513;15,1;13;
5514;15,1;11;
5515;15,1;11;Dominikanerinnenkloster St. Katharina in Nürnberg
5516;15,2;13;
5517;15,2;13;Nürnberg
5518;15,2;13;
5519;;13;
5520;15,2;10;
5521;15,1;13;
5522;15,1;13;
5523;15,2;13;
5524;15,1;13;
5525;15,1;13;
5526;;;
5527;;;
5528;9,2;52;
5529;;;
5530;15,1;13;
5531;15,1;10;
5532;15,1;ambig;
5533;15,2;10;Katharinenkloster Nürnberg
5534;15,1;13;
5535;15,2;13;Nürnberg, Katharinenkloster
5536;15,2;13;
5537;15,2;13;
5538;14,2;13;Zum größten Teil im Nürnberger Katharinenkloster geschrieben und dort nach 1450 aus verschiedenen Teilen zusammengebunden.
5539;14,2;ambig;III-IV: Nürnberg
5540;15,1;13;
5541;15,1;ambig;
5542;15,1;13;
5543;15,2;10;
5544;15,2;10;
5545;15,2;11;
5546;15,2;13;
5547;15,2;13;
5548;15,1;10;
5549;15,2;21;
5550;15,2;12;
5551;14,2;40;
5552;15,2;51;
5553;13,1;;
5554;16,1;12;Schwäbisch Hall
5555;15,1;;
5556;15,2;;
5557;15,2;böhm.;
5558;15,2;;
5559;15,1;10;
5560;14,1;21;
5561;15,2;11;
5562;15,2;;
5563;15,2;11;
5564;15,2;;
5565;15,2;;
5566;15,2;22;
5567;15,2;böhm.;
5568;16,2;;
5569;15,2;11;
5570;15,2;11;
5571;15,2;ambig;Klarissenkloster Eger
5572;15,1;böhm.;
5573;15,2;30;
5574;15,2;12;
5575;15,2;13;
5576;15,1;12;
5577;15,2;12;Weissenau, Prämonstratenserabtei
5578;15,2;12;
5579;15,2;12;Ulm
5580;15,1;11;
5581;15,2;11;
5582;15,1;20;
5583;15,2;13;Lauingen
5584;15,1;ambig;
5585;15,2;;
5586;15,2;12;
5587;15,1;;
5588;14,2;11;
5589;15,1;12;
5590;15,2;12;
5591;15,2;balt.;
5592;15,1;10;
5593;15,1;11;
5594;15,2;12;
5595;15,2;westl. Thür.;
5596;;;
5597;15,1;;
5598;15,2;12;
5599;15,2;12;
5600;15,1;12;
5601;15,2;12;
5602;14,1;11;
5603;15,2;21;
5604;;;
5605;;;
5606;15,2;12;
5607;;;
5608;15,2;;
5609;15,2;21;
5610;15,2;31;
5611;;;
5612;14,1;12;
5613;15,2;11;
5614;15,2;12;
5615;15,2;30;
5616;15,2;ambig;Tübingen
5617;15,2;31;
5618;15,2;ambig;Rostock
5619;15,2;31;Lübeck = in lubeke
5620;15,2;31;
5621;15,2;30;
5622;16,1;30;
5623;16,1;30;
5624;15,2;11;
5625;15,1;böhm.;
5626;15,2;11;
5627;14,2;11;
5628;15,2;11;
5629;15,2;11;
5630;15,2;11;
5631;15,2;11;Salzburg
5632;15,2;11;
5633;15,2;11;
5634;15,2;11;
5635;15,2;11;
5636;15,2;11;
5637;15,2;11;
5638;15,1;11;
5639;14,2;20;
5640;15,2;11;
5641;15,2;10;Augsburg
5642;15,1;11;
5643;15,2;11;Salzburg Salzburg, St. Peter
5644;15,2;11;
5645;15,2;10;
5646;15,2;11;Salzburg Salzburg, St. Peter
5647;15,1;11;
5648;15,2;11;
5649;15,1;11;
5650;15,2;11;
5651;15,2;11;
5652;15,1;11;
5653;15,2;11;
5654;15,1;11;Burghausen
5655;15,2;11;
5656;15,2;11;
5657;16,1;unbekannt;
5658;15,2;;
5659;15,1;11;
5660;15,2;11;
5661;14,2;ambig;
5662;15,2;;
5663;14,2;;
5664;13,2;;
5665;15,2;11;
5666;15,2;;
5667;14,1;12;Zürich
5668;15,2;12;Werkstatt Diebold Lauber
5669;15,2;12;Konstanz
5670;15,2;;
5671;15,2;12;
5672;15,2;12;St. Gallen
5673;15,2;;
5674;15,2;11;
5675;15,1;Übergangsgebiet vom Südschwäb. zum westl. Niederalem.;
5676;9,2;;
5677;15,2;;
5678;10,2;;St. Gallen
5679;11,2;;
5680;15,2;;
5681;12,2;12;
5682;15,1;12;
5683;12,2;12;St. Gallen
5684;15,2;12;
5685;14,2;11;
5686;;;
5687;15,2;;
5688;15,1;12;
5689;15,1;12;
5690;15,2;;
5691;14,2;Raum Schaffhausen;
5692;15,2;12;
5693;9,2;12;St. Gallen
5694;14,2;12;
5695;14,2;12;
5696;14,2;12;Straßburg
5698;15,2;;s.u. Ergänzender Hinweis
5699;15,2;12;
5700;12,1;12;
5701;15,2;ambig;
5702;15,2;12;
5703;15,2;;
5704;15,2;;
5705;15,2;;
5706;15,1;;
5707;15,2;;
5708;;;
5709;15,1;12;
5710;15,2;10;
5711;15,2;nordostschweiz.;
5712;14,2;ambig;
5713;15,2;;
5714;15,1;nördl. Bodenseeraum;
5715;15,2;;
5716;15,2;;
5717;15,1;11;
5718;15,2;10;
5719;15,2;;
5720;15,2;12;
5721;15,2;12;
5722;15,2;12;
5723;15,1;12;
5724;15,2;;
5725;;;
5726;16,1;;
5727;15,2;12;
5728;15,2;;St. Gallen
5729;15,1;12;
5730;15,2;;
5731;15,2;12;Konstanz
5732;;12;
5733;15,2;;
5734;15,2;Nürnberg.;Nürmberg
5735;15,2;;
5736;15,2;;
5737;15,1;11;
5738;15,2;11;
5739;15,1;11;
5740;15,2;11;
5741;15,2;12;
5742;15,2;11;
5743;15,2;20;
5744;15,2;dt.;
5745;13,2;11;
5747;14,2;20;
5748;14,2;;
5749;14,2;12;
5750;15,1;22;
5751;14,1;22;
5752;14,2;11;
5753;15,2;11;
5754;14,2;ambig;
5755;15,2;westl. Hochalem.;
5756;14,2;10;Wien Wiener Neustadt
5757;14,2;12;
5758;14,2;11;
5759;14,2;20;
5760;15,2;20;
5762;13,1;11;Bayerische Herzogskanzlei
5763;13,2;11;
5764;14,2;40;
5765;15,2;10;Freiburg/B.
5766;15,2;12;Aarau
5767;12,2;12;
5768;14,2;;Straßburg
5769;14,1;niederösterr.;
5770;16,1;12;Ochsenhausen
5771;15,2;11;Schlägl
5772;15,2;11;
5773;15,2;11;
5774;16,2;11;
5775;15,2;11;
5776;15,2;12;
5777;15,2;;
5778;15,1;20;
5779;15,1;22;
5780;15,1;11;
5781;14,2;;
5782;15,2;;
5783;15,2;12;
5784;15,1;;
5785;15,2;30;
5786;15,2;nordwestfäl.;
5787;15,2;12;
5788;15,2;12;
5789;15,2;12;
5790;15,2;12;
5791;15,2;ambig;
5792;15,2;20;
5793;15,2;30;
5794;15,2;11;
5795;15,1;22;
5796;15,2;11;
5797;16,1;22;
5798;15,1;31;
5799;15,2;30;
5800;15,1;31;
5801;15,1;11;
5802;15,1;11;
5803;15,2;31;S. 1-64, 139-317: Børglum/Nordjütland
5804;15,2;11;
5805;15,1;11;
5806;15,2;meckl. vorpomm.;
5807;15,1;;
5808;15,2;12;
5809;;;
5810;14,2;12;
5811;14,2;unbekannt;
5812;15,2;12;
5813;;;
5814;15,1;;
5815;15,2;unbekannt;
5816;;;
5817;;;
5818;;;
5819;15,2;21;
5820;;;
5821;15,1;;
5822;;;
5823;15,1;;
5824;;;
5825;14,1;22;
5826;14,2;11;
5827;15,2;12;
5828;;ambig;
5829;14,2;ambig;
5830;15,2;11;
5831;15,1;20;
5832;15,2;11;
5833;15,1;11;
5834;15,2;niederhess.;
5835;15,2;;
5836;15,1;11;
5837;15,2;;Blatt 4-391 geschrieben von Schwester Regula im Zisterzienserinnenkloster Lichtenthal
5838;;;
5839;15,1;12;
5840;15,2;;
5841;15,2;11;
5842;15,2;ambig;
5843;15,1;12;
5844;15,2;10;
5845;15,2;11;
5846;15,2;11;
5847;15,2;11;
5848;15,2;10;
5849;15,2;12;
5850;15,2;10;
5851;15,2;10;Regensburg
5852;15,2;11;
5853;15,1;11;
5854;15,2;11;
5855;15,2;12;Zofingen
5856;15,2;ambig;
5857;15,2;11;
5858;15,2;;Söflingen
5859;15,2;12;
5860;14,2;11;Bozen Schloss Runkelstein bei Bozen
5861;15,2;;
5862;15,2;12;
5863;14,2;11;
5864;;;
5866;13,2;;
5867;15,2;11;
5868;;;
5869;;;
5870;15,2;11;Hall am Inn
5871;15,2;22;Erfurt
5872;15,2;11;
5873;15,2;12;
5874;12,2;;Chur
5875;15,1;11;Melk
5876;14,2;ambig;
5877;15,2;22;
5878;15,2;12;
5879;15,2;ambig;
5880;15,1;12;
5881;14,2;12;
5882;14,1;südliches Md.;
5883;15,2;11;
5884;15,2;12;
5885;14,1;12;
5886;14,1;20;
5887;15,2;13;
5888;15,1;12;
5889;15,1;wetterauisch;
5890;14,2;12;
5891;15,1;12;
5892;15,2;11;
5893;15,1;12;
5894;15,1;12;Bl. 143v-257v: Oggelsbeuren, Terzianerkonvent
5895;;;
5896;14,1;ambig;
5897;15,2;;Konstanz
5898;;;
5899;;;
5900;15,2;12;
5901;14,1;ambig;
5902;15,2;20;
5903;;;
5904;;;
5905;15,1;;Wiblingen
5906;15,2;12;Hagenau Werkstatt des Diebold Laubers in Hagenau
5907;15,2;;Erfurt
5908;15,2;10;
5909;15,1;22;
5910;15,1;10;
5911;15,2;12;
5913;15,2;;
5914;14,1;12;Konstanz
5915;15,2;11;
5916;14,2;12;
5917;14,2;11;
5918;15,2;11;
5919;14,1;22;
5920;;;
5921;15,2;12;
5922;15,2;12;
5923;;;
5924;14,1;10;Regensburg
5925;15,2;21;Mudau im Odenwald
5926;15,2;12;
5927;15,1;40;
5928;15,1;;Wiblingen
5929;;;
5930;15,1;;
5931;14,1;neben bayrischen einige ostmitteldeutsche Elemente, was auf Nordböhmen oder Prag hinweisen könnte;
5932;15,2;13;Hohenlohe
5933;15,2;30;
5934;15,2;12;
5935;15,1;11;
5936;15,2;;
5937;15,2;;
5938;15,1;ambig;
5939;15,2;12;
5940;15,1;12;
5941;15,1;ambig;
5942;15,2;12;
5943;15,2;12;
5944;15,2;13;
5945;15,1;12;
5946;15,2;12;
5947;15,2;12;
5948;15,2;12;
5949;15,2;12;
5950;15,1;12;
5951;15,1;12;
5952;15,1;nördl. Schwäb.;
5953;15,2;12;
5954;15,2;12;
5955;14,2;ambig;
5956;16,1;12;
5957;;;
5958;15,2;12;
5959;;;
5960;15,2;12;
5961;15,2;;
5962;;;
5963;;;
5964;14,2;12;
5965;15,2;12;
5966;14,1;11;Tegernsee
5967;14,2;12;Augsburg
5968;14,2;12;Augsburg
5969;14,2;21;
5970;15,1;30;
5974;15,2;ambig;
5975;14,2;;
5976;14,2;;
5977;14,2;;
5978;14,2;11;
5979;14,2;;
5980;14,2;;
5981;14,2;11;
5982;14,2;11;
5983;14,2;12;
5984;14,2;;
5985;14,2;11;
5986;14,1;30;
5987;14,2;10;
5989;;11;
5990;15,2;12;
5991;18,1;22;
5992;15,2;11;
5993;15,1;12;
5994;15,2;11;
5995;15,2;11;
5996;15,2;11;
5997;15,2;11;
5998;15,2;11;
5999;15,2;12;Augsburg
6000;15,1;11;
6001;15,2;11;
6002;15,2;11;
6003;15,2;11;
6004;15,2;11;
6005;15,2;12;
6006;15,1;11;
6007;15,1;11;
6008;15,2;12;Augsburg
6009;15,2;12;
6010;15,2;ambig;
6011;15,2;11;
6012;15,2;10;
6013;15,2;12;
6014;15,2;11;
6015;15,1;10;
6016;15,2;12;
6017;15,2;10;
6018;15,1;11;Indersdorf
6019;15,2;11;
6020;15,2;11;
6021;15,2;11;
6022;15,1;11;
6023;15,2;12;
6024;15,1;11;Obertraubling
6025;15,2;12;
6026;15,1;12;
6027;15,2;11;
6028;15,1;11;
6029;15,1;12;Augsburg
6030;15,2;11;
6031;15,1;ambig;Kloster Benediktbeuren
6032;15,2;10;
6033;15,1;11;
6034;15,2;ambig;
6035;15,2;11;
6036;15,2;12;
6037;15,2;12;
6038;15,2;11;
6039;15,2;11;
6040;15,2;12;Füssen
6041;15,1;11;
6042;14,2;10;Fasz. III: Raum Ansbach-Dinkelsbühl-Gunzhausen
6043;15,2;10;
6044;15,1;20;
6045;14,2;21;
6046;;;
6047;15,2;12;
6048;14,2;11;
6050;15,2;deutschspr. Südwesten;
6051;15,1;22;
6052;15,2;mittelhess.;
6053;;   ;
6054;15,2;;
6055;15,2;;
6056;15,2;21;
6057;15,2;21;
6058;15,2;21;
6059;15,1;11;
6060;15,1;11;Wien
6061;15,1;11;St. Lambrecht oder Altenburg
6062;14,2;21;
6063;14,1;20;
6064;15,1;11;Melk
6065;15,1;11;Wien
6066;15,1;11;Melk
6067;;;
6068;15,2;11;Melk
6069;15,2;11;
6070;15,2;11;
6071;15,2;11;Melk
6072;15,2;11;
6073;15,2;11;Wien
6074;15,1;11;
6075;15,1;11;
6076;15,2;11;Melk
6077;15,1;11;St. Lambrecht oder Altenburg
6078;15,2;11;
6079;15,1;11;
6080;15,1;11;Wien
6081;15,1;11;St. Lambrecht oder Altenburg
6082;15,1;22;
6083;;;
6084;;;
6085;14,2;;
6086;15,2;11;
6087;;;
6088;15,2;ambig;
6089;;;
6090;;;
6091;15,1;11;Melk
6092;;;
6093;;;
6094;15,2;11;
6095;;;
6096;15,2;11;
6097;15,1;22;Merseburg
6098;15,1;22;
6099;10,2;;
6100;15,2;11;
6101;14,2;11;
6102;;;
6103;15,2;12;
6104;;;
6105;15,2;;
6106;14,2;22;
6107;15,1;12;
6108;15,2;ambig;
6109;15,2;11;
6110;15,1;10;
6111;15,2;10;Augsburg
6112;15,2;11;
6113;15,2;11;
6114;15,2;11;
6115;16,1;ambig;
6116;15,2;12;
6117;15,2;12;
6118;15,2;;
6119;15,1;11;
6120;15,1;;
6121;14,2;nördl. Mittelbair.;
6122;15,2;;
6123;15,2;12;
6124;15,1;11;
6125;15,2;ambig;
6126;15,2;11;
6127;15,1;11;
6128;15,2;11;
6129;15,2;11;
6130;15,1;12;Augsburg
6131;15,2;11;
6132;15,2;10;
6133;15,2;11;
6134;15,2;10;Augsburg
6135;15,1;21;
6136;15,2;ambig;
6137;15,1;20;
6138;15,2;11;
6139;15,1;ambig;
6140;15,2;12;
6141;15,2;11;
6143;15,2;11;
6144;15,2;11;Rebdorf
6145;15,1;11;
6146;15,2;11;
6147;15,2;12;
6148;16,1;12;
6149;15,2;10;
6150;15,2;11;
6151;15,2;11;
6152;15,2;11;
6153;15,1;ambig;
