id;time;lang;place
17870;;;
17871;;;
17872;;;
17873;;;
17874;;;
17875;;;
17876;12,2;;
17877;;;
17878;;;
17879;15,1;;
17880;;;
17881;15,2;;
17882;;;
17883;;;
17884;;;
17885;;;
17886;;;
17887;;;
17888;15,2;;
17889;;;
17890;;;
17891;11,2;;
17892;11,2;;
17893;;;
17894;;;
17895;;;
17896;;;
17898;;;
17899;;;
17900;;;
17901;;12;Reichenau und Murbach
17902;13,2;40;
17903;;;
17904;;;
17905;;;
17906;;;
17907;;;
17908;;;
17909;;;
17910;;;
17911;;;
17912;;;
17913;;;
17914;;;
17915;;;
17916;;;
17917;;;
17918;;;
17919;;;
17920;;;
17921;;;
17922;;;
17923;;;
17924;;;
17925;;;
17926;15,2;ambig;
17927;16,1;;
17928;;;
17929;;;
17930;16,1;;
17931;16,2;30;
17933;;;
17936;15,2;30;
17938;15,1;31;
17943;16,1;30;
17946;15,2;40;
17948;;;
17951;;;
17952;;;
17953;;;
17954;;;
17955;;;
17958;15,2;30;
17959;15,2;;
17960;;westf.;
17961;;;
17962;;;
17963;15,2;31;
17964;;;
17967;15,2;40;
17968;15,1;40;
17969;16,1;40;
17970;16,1;ambig;Köln. Köln
17971;15,2;40;
17973;15,2;40;
17974;15,1;40;
17975;15,2;40;
17976;16,1;30;
17977;15,2;11;
17978;16,1;;
17979;;30;
17980;15,2;11;
17981;15,2;11;
17982;15,2;22;
17983;16,1;10;
17990;;;
17991;;;
17992;;;
17993;;;
17995;15,2;11;
17996;15,2;hd.;
17997;16,1;11;
17998;15,2;12;
17999;15,2;12;
18000;13,2;;
18001;15,2;;
18002;15,1;12;
18003;15,2;;Schaffhausen
18004;16,1;;
18006;;;
18007;16,2;;
18008;14,1;12;
18010;16,1;ambig;Heidelberg
18011;15,2;;
18012;15,2;40;
18013;16,1;40;
18014;15,2;40;
18015;16,1;11;
18016;16,1;;
18017;14,2;ambig;
18021;16,1;;
18023;15,2;31;
18024;15,2;20;
18025;15,2;20;
18026;16,1;20;Frankenberg
18027;16,2;20;
18030;15,1;12;
18031;;;
18032;14,2;10;
18033;;;
18034;15,2;12;Wiblingen
18039;15,2;12;
18040;16,2;12;
18041;16,1;12;
18043;16,1;ostalemannisch westschwäbisch;
18044;16,1;12;
18045;15,2;;
18047;15,2;11;
18049;15,1;;
18050;14,2;;
18051;15,2;11;aus dem 1436-38 reformierten Dominikanerkloster Krems an der Donau
18052;15,2;;
18053;15,2;;
18055;15,2;;
18056;15,2;;
18057;15,2;;
18058;15,2;;
18060;15,2;;
18063;15,2;;
18064;;;
18068;15,2;30;
18069;15,2;;
18070;16,2;;
18071;;;
18072;15,2;31;
18073;;;
18074;16,1;31;
18076;15,2;21;
18077;16,1;21;
18078;15,2;12;Kraß Abb. 6 [= Bl. 96v-98r]
18079;16,1;20;
18081;15,2;30;
18082;15,2;40;
18083;17,1;21;
18084;16,2;21;
18085;15,2;40;
18086;16,2;geldr.;
18087;16,1;21;
18089;16,1;21;
18090;16,2;21;
18091;16,1;21;
18092;16,1;21;
18093;16,1;21;
18094;15,2;21;
18095;15,2;geldr.;
18096;15,2;geldr.;
18098;16,1;21;
18099;15,2;40;
18101;16,1;21;
18102;16,2;21;
18103;16,1;21;
18105;17,1;21;
18106;17,1;21;
18107;15,2;geldr.;
18108;17,1;21;
18109;16,1;21;
18110;15,2;;
18111;17,1;;
18112;16,2;21;
18114;16,2;;
18116;16,1;21;
18117;16,2;21;
18118;16,1;21;
18119;16,2;31;
18120;16,1;21;
18121;15,2;21;
18122;17,1;21;
18123;16,2;31;
18127;15,2;geldr.;
18128;15,2;31;
18130;15,2;21;
18132;16,2;;
18133;15,2;40;
18134;15,1;31;
18135;15,2;geldr.;
18136;16,1;;
18137;17,2;;
18138;15,2;südostlimburg.;
18139;15,2;21;
18140;16,1;31;
18141;16,1;21;
18143;16,1;21;
18144;15,2;ambig;
18146;16,2;21;
18147;15,2;21;
18148;16,2;;
18150;16,1;21;
18151;16,1;21;
18152;16,1;ambig;
18153;15,2;21;
18155;15,2;21;
18156;16,1;ambig;Aachen
18157;16,1;21;
18158;15,2;geldr.;
18159;15,2;31;
18161;18,2;21;
18164;16,1;30;Aachen
18165;15,2;40;
18167;16,2;21;
18168;15,1;40;
18169;15,2;40;
18170;16,1;21;
18171;17,1;21;
18172;16,1;21;
18173;16,1;21;
18174;15,2;21;
18175;16,1;21;
18176;17,1;21;
18177;15,2;geldr.;
18179;15,2;geldr.;
18180;16,1;21;
18181;16,1;21;
18182;16,1;21;
18183;16,1;geldr.;
18185;16,2;31;
18186;16,1;21;
18188;15,2;21;
18189;16,1;40;
18190;15,2;40;
18191;15,2;;
18192;15,1;;
18193;16,1;21;
18194;16,2;ostlimburg. mit geldr. Einflüssen;
18195;16,1;31;
18196;15,2;40;
18197;15,1;12;
18198;15,2;40;
18199;15,2;40;
18200;15,2;40;
18201;15,1;10;
18202;15,2;40;
18203;15,2;40;
18204;15,2;40;
18205;16,1;10;
18206;16,1;11;Tegernsee
18207;15,2;40;Utrecht
18208;15,2;40;
18209;15,2;40;
18210;15,2;40;
18211;14,2;;
18213;15,2;;
18215;16,1;;
18217;15,2;;
18218;15,2;;
18220;15,2;40;Brügge
18222;15,2;;
18227;15,1;10;
18228;16,1;10;Basel
18232;15,2;hd.;
18234;15,1;40;
18235;15,2;30;
18236;15,2;40;Enkhuizen
18238;14,2;40;
18240;15,2;40;
18241;15,2;;
18244;15,1;;
18245;15,2;40;
18246;15,2;40;
18247;15,2;40;
18248;15,2;40;
18249;16,1;40;
18250;15,1;40;
18251;15,2;;
18252;15,2;21;
18253;15,2;;
18254;15,2;40;
18255;15,2;40;
18256;15,2;40;
18258;15,2;;
18259;15,2;;
18261;16,1;ambig;
18262;15,2;;
18264;15,2;40;
18265;15,1;;
18266;14,2;11;
18267;15,1;40;
18268;15,1;40;
18269;15,2;40;
18270;15,2;40;
18271;15,1;40;
18272;14,2;40;
18273;15,2;40;
18274;15,2;40;
18275;16,2;12;
18278;15,2;12;
18279;15,2;40;
18280;15,2;ambig;
18282;15,2;40;
18283;15,2;40;
18284;15,1;;
18285;15,2;40;
18286;15,1;40;
18288;16,1;40;
18289;16,1;40;
18290;15,1;40;
18291;16,1;11;Augsburg
18292;16,2;;
18293;15,2;12;
18296;15,2;30;
18305;15,2;ambig;
18306;;;
18307;;;
18308;;;
18309;15,2;13;Leipzig
18310;15,2;10;
18311;14,2;südböhm.;
18312;15,2;;
18313;15,2;11;Melk Wien Melk und Wien
18314;16,1;;
18315;16,1;30;
18316;15,2;30;
18317;16,1;40;
18318;14,2;11;
18319;15,2;ambig;
18320;15,1;30;
18321;16,1;30;
18322;16,1;30;
18323;16,1;30;
18325;16,1;;
18328;15,2;40;
18329;15,2;40;
18330;15,2;40;
18331;15,1;40;
18332;15,2;21;
18333;13,1;ambig;Bamberg
18335;16,1;11;
18336;16,2;;
18337;15,1;;
18338;15,2;;
18341;16,2;;
18342;16,1;;Kaufbeuren
18344;15,1;40;
18345;15,2;40;
18347;15,2;30;
18348;16,1;;
18349;16,1;;
18352;15,2;30;
18353;15,1;11;
18354;15,1;10;
18355;15,2;12;
18356;15,2;12;
18357;15,1;ambig;
18358;16,2;30;
18359;15,2;30;
18361;15,2;40;
18362;15,2;12;
18364;15,2;;
18367;15,2;40;
18368;15,2;40;
18369;15,2;10;
18370;15,1;30;
18371;15,1;11;
18372;15,2;ambig;
18373;15,1;11;
18374;14,2;11;
18375;15,2;40;
18376;15,1;40;
18379;15,2;40;
18380;16,1;40;
18381;13,2;a northern German dialect;
18382;15,2;40;
18384;15,1;40;
18385;15,2;40;
18386;15,2;40;
18387;15,2;40;
18388;15,2;ambig;
18389;16,1;30;
18390;15,2;30;
18391;15,1;10;
18392;15,2;;
18394;15,2;40;
18395;15,2;40;
18400;15,1;12;
18401;15,2;10;
18404;15,2;;
18405;15,2;;
18407;16,1;10;
18408;15,2;20;
18410;14,2;;
18411;14,2;;
18412;14,2;;
18415;14,2;;
18416;15,1;13;
18417;;;
18418;16,1;30;
18419;15,1;11;
18420;15,2;;
18421;;;
18424;15,2;;
18425;15,2;30;
18426;16,1;21;
18427;15,2;20;
18428;;30;Südwestdeutschland
18429;13,1;11;
18430;15,2;;
18431;15,2;10;
18432;15,2;12;
18433;14,1;40;
18435;14,2;20;
18437;15,2;10;
18439;14,2;11;
18441;14,1;;
18442;14,2;;
18443;14,1;;
18445;14,2;20;
18448;14,2;12;
18449;14,2;30;
18450;;;
18452;15,2;12;
18453;14,2;;
18454;14,2;;
18455;15,1;40;
18456;15,2;ambig;
18457;15,2;30;
18458;14,2;22;
18460;16,1;20;
18461;;30;
18462;15,2;11;
18463;16,2;11;
18464;14,2;30;
18466;15,2;12;
18467;15,2;11;
18468;14,2;30;
18469;;11;
18470;15,2;;
18471;;;
18472;15,2;;Worms
18473;17,2;;
18474;15,2;12;
18475;15,2;;
18476;15,2;;
18477;;;
18480;15,2;21;
18481;;;
18485;15,2;30;
18486;14,2;40;
18487;Mitte 14. Jahrhundert;;
18488;15,2;;
18489;;;
18491;;;
18492;14,2;;
18493;15,1;30;
18494;15,1;11;St. Lambrecht oder Altenburg
18495;16,1;;
18496;15,2;;
18497;15,2;;
18498;15,1;;Bibliotheksprovenienz: Ebersberg OSB
18499;15,1;;
18500;15,1;11;
18501;;30;Raum zwischen Corvey und Quedlinburg, aber Westfalen nicht auszuschließen
18502;15,1;30;
18503;15,2;20;
18504;15,2;12;
18505;15,2;;
18506;14,1;ambig;
18507;15,1;30;
18508;15,1;21;
18509;16,2;;
18510;16,1;;
18513;15,2;;
18514;15,1;;
18516;15,1;;
18519;;30;
18520;15,2;;
18522;;;
18525;16,1;;
18526;14,2;;
18527;;;
18528;;;
18530;15,1;;
18531;15,1;;
18532;15,2;20;
18534;15,1;21;
18535;15,1;11;
18536;15,2;fränk.;
18537;15,2;12;
18539;16,2;ambig;
18540;15,2;ambig;
18542;16,2;meist hd.;
18543;15,1;40;Augustinerchorherrenstift St. Andrieskamp in Birket bei Amersfoort
18544;14,1;;
18545;15,2;;
18546;14,2;40;
18548;15,2;;
18549;;;
18550;15,1;;
18551;15,2;;
18552;15,2;20;Elbing
18553;15,2;40;
18554;16,2;40;
18555;;;
18556;15,2;12;
18557;15,1;;
18558;16,1;;
18559;15,2;10;
18561;15,2;11;Nürnberg
18562;15,2;11;
18563;15,2;11;
18565;16,2;;
18566;16,2;;
18567;15,2;;
18568;15,2;12;
18569;16,1;12;
18571;;;
18572;16,2;;
18573;;;
18574;15,1;30;
18575;15,2;12;
18576;15,2;12;
18577;;;
18578;14,2;12;
18579;;;
18580;;;
18581;15,1;30;
18582;15,1;30;
18583;15,1;30;
18584;;;
18589;;;
18590;;;
18591;15,1;;
18594;;;
18596;15,2;;
18597;;40;
18598;;;
18599;14,2;31;
18600;15,2;;
18601;15,2;ambig;Köln
18602;;;
18603;15,2;30;
18604;;;
18606;14,2;30;
18607;14,2;30;
18612;;;
18613;11,1;;
18614;;12;Zwettl
18615;10,2;12;Mainz
18616;9,2;;
18617;;ostfränkisch;
18618;;;Fulda
18619;;21;St-Riquier oder St-Médard/Soissons
18620;14,2;21;
18621;14,1;20;
18622;14,2;altfries.;
18624;14,2;20;
18625;14,2;20;
18626;14,2;;
18627;14,2;;
18629;14,2;12;
18631;13,1;10;
18632;14,2;30;
18633;14,2;22;
18636;13,2;11;Niederalteich
18639;;;
18642;;;
18643;14,2;20;
18647;14,1;20;
18648;14,2;10;
18649;15,1;10;
18650;14,2;12;
18653;;;
18659;14,2;;
18660;14,2;11;
18661;14,1;10;
18663;14,2;;
18664;14,2;22;
18667;14,2;;
18674;14,2;11;
18675;14,1;30;
18678;15,2;22;
18682;15,2;22;
18686;14,2;;
18687;13,2;;
18688;14,2;21;
18689;14,1;20;
18690;14,2;22;
18691;14,1;22;
18692;15,2;30;wohl Lübeck
18693;15,2;;
18705;15,1;;
18708;14,2;;
18709;15,2;;
18710;14,2;;
18711;14,2;;
18713;14,1;;
18714;15,1;;
18715;15,2;;
18717;14,1;22;
18718;14,1;21;Dominikanerinnenkloster Marienthal
18719;15,1;;
18720;15,1;30;
18723;14,2;;
18724;15,1;;
18726;15,1;;
18728;15,2;;
18733;14,1;11;
18734;14,2;30;
18735;14,2;12;
18736;14,2;ambig;Kartause Köln
18738;14,2;ambig;
18739;15,1;31;Greifswald
18740;;;
18742;14,2;30;
18743;14,2;21;
18744;14,2;13;
18745;14,1;ostwestfäl.;
18746;14,1;11;
18747;16,1;30;
18748;14,2;31;
18749;15,2;11;
18750;15,2;12;
18751;15,2;11;
18753;13,2;30;
18754;;;
18755;15,1;;
18756;15,2;11;
18757;;;
18762;15,2;;
18763;14,2;;
18764;14,1;10;
18766;;;
18767;13,2;ambig;
18769;15,1;11;
18770;15,2;;
18771;15,2;11;
18772;15,2;11;
18773;15,1;11;finitum in Berchtesgadem
18774;15,2;11;
18775;15,2;12;
18776;15,2;11;
18777;15,2;20;
18778;15,2;;
18779;15,2;10;
18780;15,2;;
18781;16,2;;
18782;15,2;20;
18783;15,2;20;
18784;13,2;12;Kloster Rheinau
18785;15,2;12;
18787;15,1;30;
18791;15,1;11;
18792;15,2;13;
18793;15,2;30;
18794;14,2;22;
18795;;22;
18796;15,2;12;
18797;16,1;ambig;
18798;16,2;22;
18799;15,2;31;
18800;15,2;nordelsäss.;Straßburg
18801;15,2;22;
18802;15,2;22;
18803;15,2;;
18804;15,1;13;
18807;15,2;ostthür.;
18808;16,1;12;
18809;16,1;11;
18810;15,2;;Nürnberg
18811;16,2;;
18813;14,2;22;
18814;;ambig;
18817;15,2;;
18818;16,1;10;
18824;16,1;;
18825;Anfang 16. Jahrhundert ;;
18826;16,1;;
18831;16,1;;
18834;16,2;;
18835;16,2;;
18836;16,2;;
18841;15,1;11;
18842;15,2;;
18844;15,1;22;
18845;14,2;12;
18846;15,2;12;Aus dem gleichen Skriptorium wie Engelberg, Stiftsbibl., Cod. 141 und Solothurn, Zentralbibl., Cod. S 451.
18847;13,2;12;
18848;14,2;40;
18849;15,2;40;
18850;15,2;40;
18851;15,2;40;
18852;15,1;40;
18853;15,2;40;
18854;15,2;40;
18855;;40;
18858;16,1;40;
18860;15,2;30;
18861;15,1;22;
18862;15,2;40;
18863;15,2;40;
18864;15,2;40;
18865;15,1;40;
18866;15,2;;
18867;16,1;40;
18868;14,2;40;
18869;15,2;40;
18870;14,1;40;
18871;14,2;40;
18872;15,2;40;
18874;15,2;40;
18875;15,2;40;
18876;15,2;;
18877;15,1;40;
18878;16,1;40;
18879;15,2;;
18880;15,1;40;
18881;14,2;40;
18882;15,2;40;
18883;14,2;40;
18885;16,1;40;
18886;16,1;40;
18887;15,2;;
18888;15,2;40;
18889;16,1;ambig;
18890;15,2;40;
18893;15,1;40;
18895;16,1;40;
18897;15,2;ambig;
18898;15,2;40;
18899;15,2;40;
18900;12,1;mitteldeutsch;Munsterbilzen
18901;11,2;westfälisch. südwestfälisch;"am wahrscheinlichsten Werden. Essen"""
18902;;;Anchin
18903;;12;St. Gallen
18904;;;
18905;12,2;21;
18906;11,2;;St. Andrews
18907;;53;
18908;;;
18909;;;
18910;;;
18911;11,2;;
18912;;53;
18913;;;
18915;15,2;22;
18917;14,2;22;
18918;;22;
18920;14,2;11;
18921;16,2;21;
18922;15,2;13;
18924;15,2;40;
18925;15,1;10;
18926;15,2;40;Haarlem
18927;15,2;11;Melk
18928;15,2;12;
18929;16,1;21;
18930;14,1;12;Säckingen
18931;15,2;;
18932;15,2;30;
18933;16,1;;
18934;15,2;;
18935;15,2;;
18936;15,2;;
18937;15,2;11;
18938;16,2;10;
18939;15,2;22;
18940;15,1;12;
18941;15,1;;
18942;15,2;ambig;
18943;15,2;30;
18944;15,2;;
18945;16,1;12;
18946;16,2;;
18947;16,1;;
18948;15,1;30;
18949;15,2;11;
18950;16,1;;
18951;;;
18952;14,2;30;
18953;16,1;;
18954;16,1;;
18955;16,2;;
18956;;;
18957;;;
18958;16,1;40;
18959;16,1;40;
18960;16,1;;
18961;;;
18962;15,2;12;
18964;15,2;;
18965;15,2;40;
18966;15,2;12;
18967;15,2;10;
18968;16,1;40;
18969;14,2;22;---
18970;14,2;22;
18973;14,2;12;
18974;13,1;10;
18979;14,1;22;Nordhausen
18982;14,2;30;
18983;14,1;21;
18989;15,1;30;
18990;15,1;30;
18991;13,2;30;
18992;;;
18993;15,2;;
19002;14,1;11;
19003;;;
19004;14,2;10;
19005;14,1;11;
19006;15,2;;
19007;14,2;;
19009;;;
19011;;;
19012;14,2;;
19013;15,1;;
19014;15,2;;
19017;14,2;;
19018;;;
19019;14,2;;
19020;14,2;31;
19021;13,1;;
19022;14,2;11;
19023;14,2;11;
19024;;;
19025;;;
19026;;;
19028;14,2;;
19029;15,2;;
19031;;;
19033;;;
19034;14,2;;
19035;14,1;ambig;
19038;15,2;12;
19039;15,2;;
19041;15,2;30;
19042;14,2;21;
19045;14,2;11;
19046;14,2;30;
19048;14,2;20;
19049;14,1;30;
19050;15,1;30;
19052;14,2;20;
19054;15,2;;
19055;15,2;;
19057;15,1;11;
19059;14,2;;
19060;14,1;;
19061;;;
19062;14,2;;
19063;15,2;unbekannt;
19064;;;
19065;15,2;unbekannt;
19066;15,2;unbekannt;
19067;15,2;nicht feststellbar;
19068;14,2;nicht feststellbar;
19069;15,2;21;
19070;15,2;10;
19071;15,1;12;
19072;15,1;10;
19073;13,2;;
19074;15,1;10;
19075;15,2;nicht feststellbar;
19076;16,1;12;
19078;15,2;ambig;Straßburg
19079;15,2;12;
19082;15,2;30;
19083;15,2;20;
19085;15,1;12;
19087;16,1;;
19089;15,1;12;
19091;;;
19092;15,2;21;
19093;15,2;;
19094;;;
19097;15,2;12;
19099;;;
19100;15,1;;
19101;15,2;;
19102;15,2;;
19103;15,2;11;
19104;15,1;10;Luzern
19105;15,2;;
19106;;;
19108;15,2;;
19110;15,2;40;
19111;15,2;20;
19112;15,2;20;
19113;15,1;12;
19114;15,2;ambig;
19115;16,1;;
19119;;;
19120;15,2;30;
19121;;;
19122;15,1;12;
19123;16,2;;
19124;15,2;10;Nürnberg
19126;15,2;oberfränk.;Nürnberg
19127;15,2;20;
19128;15,1;20;Zeitz
19129;15,2;11;
19130;16,1;40;
19131;17,2;;
19132;15,2;;
19133;16,1;10;
19134;15,1;11;
19135;16,2;;
19137;15,2;30;
19138;15,1;20;
19139;15,2;mittelfränk.;
19141;;;
19142;;;
19144;15,2;;
19145;15,2;30;
19146;16,1;mittelfränk.;
19147;17,1;40;
19150;15,2;30;
19151;16,2;;
19152;15,2;;
19153;15,2;20;
19155;15,2;30;
19157;15,2;30;
19160;15,2;unbekannt;
19161;15,2;12;
19162;15,2;nordmittelfrk.;
19163;15,1;40;
19164;;;
19165;15,2;40;
19166;15,2;;
19167;15,1;11;
19168;15,2;11;
19169;15,2;;
19170;14,2;;
19171;15,2;11;
19172;15,1;;
19173;15,1;22;
19174;;;
19175;15,2;11;
19177;16,1;ambig;
19179;;;
19180;15,2;;
19182;15,2;10;
19183;15,1;ambig;
19184;15,1;;
19185;15,2;40;
19186;15,2;40;
19187;15,2;;
19188;;;
19189;14,2;11;
19190;15,2;12;
19191;16,2;tirol.;
19192;;12;
19193;15,2;10;
19194;15,1;11;
19195;15,1;11;
19196;15,1;11;
19198;15,1;11;
19199;15,1;11;
19200;14,2;;
19201;15,1;;
19202;15,1;11;
19203;15,2;11;
19204;15,2;11;
19205;15,1;;
19206;15,2;;
19207;15,2;11;
19208;15,2;11;
19209;15,2;11;
19210;15,2;11;
19211;15,2;11;
19212;15,2;11;
19214;15,2;11;
19216;16,2;;
19217;17,2;;
19218;16,1;12;
19219;15,2;11;
19224;16,1;;
19225;16,1;11;
19226;15,2;12;
19227;15,1;11;Sterzing
19229;16,1;12;Kartause Güterstein bei Urach. Ittingen
19230;15,2;12;
19231;15,1;11;Melk
19232;15,1;;
19233;15,1;11;
19234;15,1;;
19235;15,2;;
19236;15,1;11;
19237;15,1;;
19238;15,2;22;
19239;15,1;11;Melk
19240;15,1;11;
19241;;;
19242;15,1;12;
19243;15,1;11;Melk
19244;;;
19245;15,2;11;
19246;15,2;11;Melk
19247;15,2;11;
19248;15,2;10;
19249;;;
19250;15,2;;
19251;15,2;11;
19252;;;
19253;15,1;11;
19254;15,2;ambig;
19256;14,2;12;
19257;15,2;;
19258;15,2;11;
19259;15,2;;
19260;15,1;;
19261;15,2;11;
19262;15,1;;
19263;15,2;;
19265;15,1;;
19267;15,2;;
19272;15,2;;
19274;16,1;;
19275;14,2;;
19277;15,2;;
19278;15,2;;
19279;15,2;unbekannt;
19280;15,2;;
19281;14,2;;
19282;15,1;;
19283;15,1;22;
19284;16,2;;
19285;14,2;;
19286;15,1;;
19287;14,2;;
19288;14,2;11;
19289;15,2;11;
19292;15,2;;
19293;;;
19294;15,1;;
19295;15,2;22;
19296;14,2;;
19297;15,2;;
19298;15,1;;
19299;15,2;;
19300;15,2;;
19301;15,1;;
19303;15,2;22;
19304;14,2;;
19305;14,2;22;
19306;15,2;;
19307;15,1;;
19309;15,1;;
19310;15,2;;
19311;15,2;;
19312;15,1;11;
19313;16,1;;
19314;15,1;;
19315;16,1;;
19316;15,2;22;Breslau
19317;16,1;;
19318;15,2;;
19319;15,2;;
19320;15,2;;
19321;16,1;;
19322;15,2;;
19323;15,2;;
19324;15,2;22;
19325;16,1;;
19326;15,2;22;
19327;15,2;;
19328;15,1;;
19329;15,2;;
19330;15,2;;
19331;15,2;;
19332;15,2;;
19333;15,2;11;
19334;16,1;31;
19335;15,2;20;
19336;15,1;10;Konstanz
19337;17,2;;
19338;;;
19341;15,2;12;
19342;15,1;12;
19343;15,2;21;
19345;15,2;31;
19346;15,1;12;
19347;;;
19348;;;
19349;16,1;;
19351;15,1;30;
19353;15,1;12;
19354;15,1;;
19355;15,2;11;
19356;;;
19357;16,1;;Kloster Maria-Reut(h)in, Wildberg bei Calw
19358;14,2;30;
19360;15,1;;
19362;15,2;;
19363;16,1;ambig;
19365;15,1;;
19366;15,2;;
19368;16,1;;
19372;15,2;30;
19374;15,2;12;Südwestdeutscher Raum
19375;16,2;11;
19376;15,2;11;
19377;15,1;böhm.;
19378;15,2;12;
19379;16,1;12;Basel
19383;15,1;12;
19384;15,2;12;
19385;15,2;12;
19386;15,2;12;
19391;15,2;12;Schaffhausen
19392;15,2;12;
19394;16,1;12;
19396;16,1;;
19399;15,2;30;
19400;15,2;30;
19401;15,2;;
19402;15,2;;
19403;;;
19405;;;
19406;15,2;;
19407;;;
19408;15,2;;
19409;15,1;40;
19410;15,2;30;
19411;14,2;30;Duisburg
19412;14,2;30;Duisburg
19416;15,2;11;
19417;15,1;12;
19418;15,2;12;
19419;15,2;21;
19420;15,2;12;
19421;15,2;12;
19422;14,1;30;
19423;14,2;30;Bremen
19424;15,1;30;
19425;15,2;30;
19426;16,1;30;
19428;16,1;;Basel
19429;15,2;;
19430;;;
19431;15,2;;
19433;15,1;;
19434;15,2;unbekannt;
19435;15,1;unbekannt;
19436;15,2;20;
19438;;;
19439;;;
19440;;;
19441;;;
19446;;;
19448;14,1;unbekannt;
19449;15,1;unbekannt;
19450;15,2;unbekannt;
19451;15,2;unbekannt;
19452;;;Straßburg
19453;;;Straßburg
19455;15,2;11;
19456;16,2;10;
19457;;;
19458;;;
19463;;;
19465;;;
19466;;;
19470;15,2;;
19472;;;
19473;15,2;;
19475;;;
19482;;;
19484;;;
19489;;;
19494;;;
19497;;;
19499;;;
19500;;;
19503;15,2;;Salzburg
19504;15,2;;
19505;15,2;40;
19506;16,2;40;
19508;15,2;40;
19509;15,2;40;
19510;15,2;40;
19512;14,1;40;
19513;15,2;40;
19514;15,2;40;
19516;15,2;;
19517;16,2;12;Augsburg
19518;15,2;10;
19519;15,2;40;
19520;16,2;40;
19521;15,2;40;
19522;15,2;40;
19523;15,1;40;
19524;16,2;40;
19525;15,2;40;
19526;15,2;40;
19527;15,2;40;
19528;15,2;40;
19529;15,2;40;
19531;15,2;40;
19532;16,1;40;
19533;15,2;40;
19534;15,2;40;
19537;15,2;40;
19539;15,2;40;
19540;15,1;31;
19541;15,1;12;
19542;15,1;40;
19543;15,2;;
19544;15,1;20;
19546;12,2;;
19547;15,2;22;Schweidnitz
19548;14,2;30;
19549;14,2;;
19550;15,2;11;Nürnberg
19551;16,1;;
19552;16,2;;
19553;15,2;;
19554;15,2;;
19555;16,1;;
19558;16,1;11;
19560;15,2;20;
19561;15,2;;
19563;16,2;;
19564;17,2;;
19565;15,2;10;
19566;16,2;;
19567;16,1;10;
19568;17,2;;
19569;16,2;11;
19570;17,1;;
19571;;;
19572;;;
19573;;;
19575;17,1;;
19576;;;
19577;;;
19578;;;
19579;;;
19580;;;
19582;15,1;;
19583;15,2;11;
19584;14,2;30;Duisburg
19585;15,2;11;
19586;16,1;;
19587;;;
19588;16,2;;
19589;;;
19590;;;
19591;14,2;;Antwerpen
19592;15,2;22;
19593;;;
19595;15,2;21;
19596;;;
19597;unbekannt;unbekannt;
19599;15,1;;Schwabach
19603;15,2;30;Lübeck
19604;15,2;Südwestdt.;
19605;15,2;22;
19607;15,1;30;
19608;15,2;;
19609;14,2;;
19610;15,2;11;
19611;14,2;ambig;
19613;15,1;;
19614;15,1;20;
19615;14,1;ambig;
19616;14,2;30;Duisburg
19617;15,2;;
19618;15,2;40;
19619;15,1;40;
19620;15,1;;
19621;15,2;40;
19622;15,2;;
19623;15,2;;
19624;15,2;;Amsterdam
19625;15,2;;
19626;15,2;;
19627;15,2;;
19628;15,2;;
19629;15,1;;
19630;16,1;;
19631;;;
19634;15,2;13;
19635;;;
19636;;;
19637;17,1;;
19638;;;
19639;;;
19640;;;
19641;;;
19642;;;
19643;;;
19644;;;
19645;;;
19646;;;
19647;15,2;11;
19648;15,2;12;
19649;16,1;;
19650;14,2;30;Duisburg
19651;15,1;11;
19652;15,1;11;
19654;15,2;10;
19656;15,1;22;
19657;15,2;31;
19659;12,2;;Admont
19660;16,1;11;
19662;15,2;12;
19664;15,2;;
19666;14,2;22;
19667;14,2;11;
19668;16,2;11;Amberg
19669;16,2;12;Heidelberg
19671;15,1;11;Wien
19672;;;
19673;15,2;;
19674;16,1;;
19675;16,2;;
19676;;;
19677;17,1;;
19679;15,1;;
19681;;;Engelthal
19682;16,2;22;
19683;16,2;22;
19684;17,2;nhd.;
19685;17,1;20;
19686;15,2;12;Konstanz
19687;15,2;12;
19688;15,2;12;
19689;15,2;;
19691;16,2;ambig;
19692;16,1;22;
19693;16,2;20;
19694;16,2;20;
19695;16,2;20;
19696;16,2;22;
19697;16,2;22;
19698;16,1;22;
19700;16,1;;
19702;16,1;12;
19704;16,2;;
19707;15,2;;
19708;16,1;21;
19709;;;
19710;14,2;;
19711;15,2;;
19712;15,2;unbekannt;
19713;;30;
19714;;10;
19715;15,2;;
19717;16,1;13;
19718;16,1;;
19719;;;
19720;15,2;;
19721;15,2;;
19722;15,2;;
19723;15,2;;
19724;15,2;;
19725;15,1;12;
19726;15,2;;
19727;;;
19729;15,2;;
19730;15,2;11;
19731;;;
19732;15,2;;
19733;14,2;30;Duisburg
19734;15,2;31;
19735;15,2;21;
19736;15,1;?;
19739;14,2;?;Zwettl
19742;15,1;40;
19746;15,1;11;
19747;15,2;30;
19748;14,2;30;Duisburg
19749;14,2;30;Duisburg
19750;14,2;30;Duisburg
19751;15,1;30;Duisburg
19752;15,1;30;Duisburg
19753;15,1;30;Duisburg
19754;15,1;30;Duisburg
19755;15,1;30;Duisburg
19756;15,1;30;Duisburg
19757;15,1;30;Duisburg
19758;15,1;30;Duisburg
19759;15,1;30;Duisburg
19760;15,1;30;Duisburg
19761;15,1;30;Duisburg
19762;15,1;30;Duisburg
